School ID - NCES Assigned [Public School] Latest available year,School Name,State Name [Public School] Latest available year,Grade 12 offered [Public School] 2018-19,Grade 13 Offered [Public School] 2018-19,Ungraded offered [Public School] 2018-19,Adult Education Offered [Public School] 2018-19,No Grades Offered [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Total Students All Grades (Includes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Direct Certification [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19,Grades 9-12 Students [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19
482574005880,KRAHN EL,Texas,2-No,2-No,2-No,2-No,2-No,768,768,309,–,47,356,†,47.58,16.14
481128000606,KRAUSE EL,Texas,2-No,2-No,2-No,2-No,2-No,652,652,393,–,41,434,†,44.24,14.74
482574010771,KREINHOP EL,Texas,2-No,2-No,2-No,2-No,2-No,984,984,402,–,51,453,†,61.95,15.88
482595002922,KRESS EL,Texas,2-No,2-No,2-No,2-No,2-No,152,152,97,–,11,108,†,10.41,14.6
482595002923,KRESS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,104,104,56,–,12,68,56,12.16,8.55
484095007807,KRIEWALD RD EL,Texas,2-No,2-No,2-No,2-No,2-No,599,599,491,–,0,491,†,39,15.36
482574011417,KRIMMEL INTERMED,Texas,2-No,2-No,2-No,2-No,2-No,1377,1377,374,–,92,466,†,79,17.43
483312010443,KRUEGER EL,Texas,2-No,2-No,2-No,2-No,2-No,720,720,149,–,43,192,†,46.5,15.48
483294003643,KRUEGER MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,968,968,653,–,78,731,†,67.65,14.31
482598012059,KRUM EARLY EDUCATION CENTER,Texas,2-No,2-No,2-No,2-No,2-No,316,316,143,–,24,167,†,24.88,12.7
482598002925,KRUM H S,Texas,1-Yes,2-No,2-No,2-No,2-No,631,631,141,–,38,179,631,48.38,13.04
482598005760,KRUM MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,496,496,146,–,31,177,†,35.45,13.99
483432003832,KRUSE EL,Texas,2-No,2-No,2-No,2-No,2-No,546,546,490,–,37,527,†,38.1,14.33
482574006735,KUEHNLE EL,Texas,2-No,2-No,2-No,2-No,2-No,866,866,166,–,34,200,†,51.34,16.87
483312012098,KUENTZ EL,Texas,2-No,2-No,2-No,2-No,2-No,679,679,107,–,36,143,†,45,15.09
480771011785,KUJAWA EC/PK/K,Texas,2-No,2-No,2-No,2-No,2-No,803,803,724,–,32,756,†,47,17.09
480771009556,KUJAWA EL,Texas,2-No,2-No,2-No,2-No,2-No,681,681,561,–,45,606,†,44,15.48
482855007772,KURTH PRI,Texas,2-No,2-No,2-No,2-No,2-No,322,322,243,–,18,261,†,19.98,16.12
480001005245,KYLE EL,Texas,2-No,2-No,2-No,2-No,2-No,636,636,286,–,49,335,†,41.37,15.37
481770001533,L A GILILLAND EL,Texas,2-No,2-No,2-No,2-No,2-No,519,519,346,–,48,394,†,36.29,14.3
481806006690,L B J EL,Texas,2-No,2-No,2-No,2-No,2-No,494,494,487,–,0,487,†,26.85,18.4
481800006687,L B JOHNSON EL,Texas,2-No,2-No,2-No,2-No,2-No,711,711,354,–,17,371,†,42.07,16.9
481815001623,L B JOHNSON EL,Texas,2-No,2-No,2-No,2-No,2-No,486,486,464,–,0,464,†,29.16,16.67
481818005462,L B JOHNSON EL,Texas,2-No,2-No,2-No,2-No,2-No,418,418,378,–,0,378,†,24.79,16.86
481518008972,L C Y C,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481956008684,L E CLAYBON EL,Texas,2-No,2-No,2-No,2-No,2-No,673,673,145,–,29,174,†,39.87,16.88
483999005811,L E MONAHAN EL,Texas,2-No,2-No,2-No,2-No,2-No,592,592,458,–,57,515,†,40.2,14.73
483432003847,L F SMITH ELEMENTARY,Texas,2-No,2-No,2-No,2-No,2-No,698,698,612,–,35,647,†,44.96,15.52
483885004432,L G ALARCON EL,Texas,2-No,2-No,2-No,2-No,2-No,570,570,528,–,0,528,†,34.01,16.76
481623001331,L G PINKSTON H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1283,1283,1233,–,0,1233,914,85.88,14.94
482667008191,L ISD J J A E P,Texas,1-Yes,2-No,2-No,2-No,2-No,2,2,0,–,0,0,2,–,†
481623001282,L L HOTCHKISS EL,Texas,2-No,2-No,2-No,2-No,2-No,721,721,703,–,0,703,†,42.5,16.96
481623001249,L O DONALD EL,Texas,2-No,2-No,2-No,2-No,2-No,431,431,397,–,0,397,†,30,14.37
482172007974,L P WATERS EARLY CHILDHOOD CENTER,Texas,2-No,2-No,2-No,2-No,2-No,412,412,368,–,4,372,†,19.09,21.58
481623001363,L V STOCKARD MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1137,1137,1018,–,0,1018,†,71.41,15.92
480027011188,LA ACADEMIA DE ESTRELLAS,Texas,2-No,2-No,2-No,2-No,2-No,1096,1096,846,–,99,945,†,61.44,17.84
483879004420,LA ENCANTADA EL,Texas,2-No,2-No,2-No,2-No,2-No,424,424,406,–,0,406,†,26,16.31
480028611410,LA FE PREPARATORY SCHOOL,Texas,2-No,2-No,2-No,2-No,2-No,235,235,214,–,13,227,†,21,11.19
482604006941,LA FERIA ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,36,36,33,–,0,33,36,5,7.2
482604002927,LA FERIA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,959,959,791,–,0,791,959,65.52,14.64
482607002931,LA GLORIA EL,Texas,2-No,2-No,2-No,2-No,2-No,123,123,60,–,17,77,†,7.5,16.4
482610002933,LA GRANGE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,608,608,226,–,54,280,608,53.8,11.3
482610002934,LA GRANGE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,303,303,144,–,27,171,†,22.52,13.45
482613002936,LA JOYA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2898,2898,2711,–,33,2744,2898,189.13,15.32
482613013405,LA JOYA ISD HEAD START PROGRAM,TEXAS,2-No,2-No,2-No,2-No,2-No,496,496,493,–,0,493,†,13,38.15
482613009305,LA JOYA PALMVIEW H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2191,2191,2023,–,22,2045,2191,149.85,14.62
484251012843,LA MARQUE EL,TEXAS,2-No,2-No,2-No,2-No,2-No,593,593,519,–,2,521,†,34.21,17.33
484251002941,LA MARQUE H S,TEXAS,1-Yes,2-No,2-No,2-No,2-No,725,725,529,–,36,565,725,53.29,13.6
484251012812,LA MARQUE MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,506,506,413,–,5,418,0,34,14.88
484251008215,LA MARQUE PRI,TEXAS,2-No,2-No,2-No,2-No,2-No,532,532,443,–,2,445,†,26.38,20.17
483507006775,LA MESA EL,Texas,2-No,2-No,2-No,2-No,2-No,534,534,342,–,22,364,†,32.52,16.42
483879005919,LA PALOMA EL,Texas,2-No,2-No,2-No,2-No,2-No,504,504,469,–,0,469,†,31.06,16.23
482619006876,LA PORTE EL,Texas,2-No,2-No,2-No,2-No,2-No,518,518,365,–,33,398,†,32.09,16.14
482619021038,LA PORTE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2104,2104,770,–,150,920,2104,136.02,15.47
482619002955,LA PORTE J H,Texas,2-No,2-No,2-No,2-No,2-No,510,510,258,–,43,301,†,38.59,13.22
482625002960,LA PRYOR EL,Texas,2-No,2-No,2-No,2-No,2-No,288,288,248,–,2,250,†,19.47,14.79
482625002961,LA PRYOR H S,Texas,1-Yes,2-No,2-No,2-No,2-No,215,215,169,–,0,169,145,22.5,9.56
483714004174,LA UNION EL,Texas,2-No,2-No,2-No,2-No,2-No,360,360,348,–,0,348,†,30.49,11.81
482628007035,LA VEGA EL,Texas,2-No,2-No,2-No,2-No,2-No,655,655,569,–,0,569,†,43,15.23
482628002965,LA VEGA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,895,895,802,–,0,802,895,60.74,14.73
482628002963,LA VEGA INT H P MILES CAMPUS,Texas,2-No,2-No,2-No,2-No,2-No,673,673,609,–,0,609,†,41.96,16.04
482628002966,LA VEGA J H GEORGE DIXON CAMPUS,Texas,2-No,2-No,2-No,2-No,2-No,491,491,460,–,0,460,†,36.44,13.47
482628006129,LA VEGA PRI PHIL BANCALE CAMPUS,Texas,2-No,2-No,2-No,2-No,2-No,426,426,384,–,0,384,†,27.53,15.47
482631002968,LA VERNIA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1082,1082,212,–,38,250,1082,67.32,16.07
482631012080,LA VERNIA INT,Texas,2-No,2-No,2-No,2-No,2-No,732,732,187,–,25,212,†,49.49,14.79
482631006287,LA VERNIA J H,Texas,2-No,2-No,2-No,2-No,2-No,754,754,166,–,28,194,†,49.7,15.17
482631009107,LA VERNIA PRI,Texas,2-No,2-No,2-No,2-No,2-No,826,826,219,–,32,251,†,52.52,15.73
482634006130,LA VILLA EARLY COLLEGE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,178,178,160,–,0,160,178,18.81,9.46
482634010833,LA VILLA J J A E P H S,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
482634021358,LA VILLA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,121,121,110,–,0,110,†,10.2,11.86
481305010556,LA VILLITA EL,Texas,2-No,2-No,2-No,2-No,2-No,898,898,150,–,23,173,†,47.89,18.75
481305010554,LA VILLITA MIDDLE,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481611006084,LABAY MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1322,1322,758,–,122,880,†,83.28,15.87
482637002970,LACKLAND EL,Texas,2-No,2-No,2-No,2-No,2-No,668,668,63,–,66,129,†,45.92,14.55
483006010959,LACOSTE EL,Texas,2-No,2-No,2-No,2-No,2-No,531,531,276,–,52,328,†,38,13.97
483585004058,LACY EL,Texas,2-No,2-No,2-No,2-No,2-No,701,701,388,–,50,438,†,45.14,15.53
482442010598,LADY BIRD JOHNSON MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,963,963,624,–,84,708,†,62.16,15.49
482640002972,LAGO VISTA EL,Texas,2-No,2-No,2-No,2-No,2-No,388,388,112,–,5,117,†,24.71,15.7
482640002973,LAGO VISTA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,505,505,98,–,15,113,505,30.02,16.82
482640013522,LAGO VISTA INT,TEXAS,2-No,2-No,2-No,2-No,2-No,245,245,61,–,6,67,†,15.57,15.74
482640007469,LAGO VISTA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,392,392,76,–,19,95,†,23.09,16.98
482889013218,LAGOS EL,TEXAS,2-No,2-No,2-No,2-No,2-No,396,396,241,–,41,282,†,27,14.67
484428005035,LAKE AIR MONTESSORI SCHOOL,Texas,2-No,2-No,2-No,2-No,2-No,775,775,†,–,†,†,†,46.83,16.55
480986010398,LAKE BELTON MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,917,917,378,–,74,452,0,59.43,15.43
483126013386,LAKE CREEK H S,TEXAS,1-Yes,2-No,2-No,2-No,2-No,914,914,165,–,38,203,914,74.85,12.21
482643002974,LAKE DALLAS EL,Texas,2-No,2-No,2-No,2-No,2-No,653,653,382,–,50,432,†,49,13.33
482643002975,LAKE DALLAS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1314,1314,398,–,88,486,1314,84.33,15.58
482643002976,LAKE DALLAS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,919,919,331,–,69,400,†,67.92,13.53
480146413723,LAKE GRANBURY ACADEMY,TEXAS,1-Yes,2-No,2-No,2-No,2-No,77,77,0,–,0,0,67,4.81,16.01
483702004137,LAKE HIGHLANDS EL,Texas,2-No,2-No,2-No,2-No,2-No,725,725,207,–,12,219,†,48.61,14.91
483702004138,LAKE HIGHLANDS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2728,2728,1336,–,114,1450,2728,183.35,14.88
483702004139,LAKE HIGHLANDS J H,Texas,2-No,2-No,2-No,2-No,2-No,787,787,394,–,28,422,†,55.61,14.15
481119000589,LAKE JACKSON INT,Texas,2-No,2-No,2-No,2-No,2-No,884,884,335,–,48,383,†,54.04,16.36
481965007284,LAKE OLYMPIA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1253,1253,712,–,113,825,0,84.65,14.8
481770011880,LAKE POINTE EL,Texas,2-No,2-No,2-No,2-No,2-No,723,723,170,–,27,197,†,41.59,17.38
482647009414,LAKE POINTE EL,Texas,2-No,2-No,2-No,2-No,2-No,706,706,45,–,9,54,†,44.16,15.99
482647005762,LAKE TRAVIS EL,Texas,2-No,2-No,2-No,2-No,2-No,871,871,362,–,47,409,†,54.31,16.04
482647005763,LAKE TRAVIS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,3212,3212,326,–,0,326,3212,172.39,18.63
482647006010,LAKE TRAVIS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1544,1544,100,–,0,100,†,77.66,19.88
483870004312,LAKE VIEW H S,Texas,1-Yes,2-No,2-No,2-No,2-No,971,971,574,–,79,653,971,81.24,11.95
482649002978,LAKE WORTH H S,Texas,1-Yes,2-No,2-No,2-No,2-No,878,878,567,–,71,638,878,58.06,15.12
482730003071,LAKELAND EL,Texas,2-No,2-No,2-No,2-No,2-No,795,795,598,–,93,691,†,68.56,11.6
482391002649,LAKELAND EL,Texas,2-No,2-No,2-No,2-No,2-No,809,809,662,–,36,698,†,53.9,15.01
481323009193,LAKERIDGE EL,Texas,2-No,2-No,2-No,2-No,2-No,328,328,184,–,33,217,†,24.96,13.14
480140413651,LAKES ACADEMY,TEXAS,2-No,2-No,2-No,2-No,2-No,37,37,34,–,0,34,7,2.53,14.62
482391011270,LAKESHORE EL,Texas,2-No,2-No,2-No,2-No,2-No,993,993,203,–,45,248,†,60.74,16.35
481521003710,LAKESIDE EL,Texas,2-No,2-No,2-No,2-No,2-No,593,593,28,–,4,32,†,34.88,17
482772006443,LAKESIDE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1474,1474,638,–,132,770,†,78.73,18.72
482034002033,LAKEVIEW CENTENNIAL H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2404,2404,1300,–,216,1516,2404,152.03,15.81
482772010626,LAKEVIEW EL,Texas,2-No,2-No,2-No,2-No,2-No,581,581,159,–,38,197,†,41.44,14.02
482868007374,LAKEVIEW EL,Texas,2-No,2-No,2-No,2-No,2-No,357,357,240,–,12,252,†,22.54,15.84
483318005904,LAKEVIEW EL,Texas,2-No,2-No,2-No,2-No,2-No,590,590,25,–,6,31,†,39.19,15.05
481965001820,LAKEVIEW EL,Texas,2-No,2-No,2-No,2-No,2-No,491,491,241,–,18,259,†,37,13.27
481281006371,LAKEVIEW EL,Texas,2-No,2-No,2-No,2-No,2-No,491,491,285,–,38,323,†,30.5,16.1
483540004007,LAKEVIEW EL,Texas,2-No,2-No,2-No,2-No,2-No,748,748,616,–,17,633,†,41.48,18.03
482730006745,LAKEVIEW MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,709,709,290,–,63,353,0,48.99,14.47
482647002520,LAKEWAY EL,Texas,2-No,2-No,2-No,2-No,2-No,695,695,52,–,4,56,†,40.39,17.21
481623001300,LAKEWOOD EL,Texas,2-No,2-No,2-No,2-No,2-No,942,942,62,–,0,62,†,53,17.77
482406002674,LAKEWOOD EL,Texas,2-No,2-No,2-No,2-No,2-No,672,672,298,–,48,346,†,38.64,17.39
480986006221,LAKEWOOD EL,Texas,2-No,2-No,2-No,2-No,2-No,706,706,153,–,16,169,†,41.85,16.87
484296005818,LAKEWOOD EL,Texas,2-No,2-No,2-No,2-No,2-No,850,850,169,–,17,186,†,48.76,17.43
482967021346,LAMAR ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,121,121,92,–,0,92,121,23.99,5.04
484365011082,LAMAR BRUNI VERGARA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1013,1013,955,–,0,955,†,61.24,16.54
482658002988,LAMAR CONS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1735,1735,977,–,2,979,1735,101.61,17.08
483429008317,LAMAR COUNTY HEAD START,Texas,2-No,2-No,2-No,2-No,2-No,193,193,193,–,0,193,†,11,17.55
483301008965,LAMAR DELTA ALTER,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481800001584,LAMAR EARLY EE-KG,Texas,2-No,2-No,2-No,2-No,2-No,594,594,575,–,0,575,†,19.41,30.6
483057003444,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,503,503,338,–,18,356,†,32.36,15.54
483417003798,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,638,638,517,–,19,536,†,33.35,19.13
482115002116,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,672,672,544,–,37,581,†,43.44,15.47
484578005216,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,364,364,315,–,16,331,†,24.94,14.6
481671001438,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,468,468,334,–,16,350,†,31.49,14.86
483890004439,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,541,541,459,–,0,459,†,34.23,15.8
481830001697,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,370,370,355,–,7,362,†,28.02,13.2
480813000161,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,323,323,235,–,25,260,†,29.57,10.92
483870011044,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,573,573,195,–,38,233,†,31,18.48
481500001006,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,777,777,292,–,46,338,†,45,17.27
483237003594,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,353,353,142,–,25,167,†,22.83,15.46
483873004369,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,379,379,259,–,1,260,†,24.71,15.34
482172002192,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,581,581,308,–,41,349,†,38.48,15.1
482253002287,LAMAR EL,Texas,2-No,2-No,2-No,2-No,2-No,624,624,563,–,0,563,†,42.27,14.76
480870000253,LAMAR H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2814,2814,1684,–,170,1854,2814,182.75,15.4
482364002512,LAMAR H S,Texas,1-Yes,2-No,2-No,2-No,2-No,3138,3138,1414,–,4,1418,3138,142.33,22.05
482658002989,LAMAR J H,Texas,2-No,2-No,2-No,2-No,2-No,1305,1305,903,–,2,905,†,82.4,15.84
480894000326,LAMAR M S,Texas,2-No,2-No,2-No,2-No,2-No,1193,1193,223,–,40,263,†,73.27,16.28
482730006440,LAMAR MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,720,720,110,–,25,135,†,49.28,14.61
482442002730,LAMAR MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,838,838,507,–,78,585,†,54.59,15.35
482679003020,LAMAR MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1385,1385,1330,–,0,1330,†,75.46,18.35
484233004822,LAMAR MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,558,558,388,–,39,427,†,49.2,11.34
484182004768,LAMAR PRI,Texas,2-No,2-No,2-No,2-No,2-No,319,319,253,–,7,260,†,22,14.5
481086010450,LAMESA DAEP,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
482661002993,LAMESA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,476,476,327,–,3,330,476,28.86,16.49
482661002994,LAMESA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,467,467,372,–,0,372,†,29.68,15.73
482661011877,LAMESA SUCCESS ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,33,33,27,–,0,27,31,4.07,8.11
481611001187,LAMKIN EL,Texas,2-No,2-No,2-No,2-No,2-No,896,896,476,–,63,539,†,52.45,17.08
482664002998,LAMPASAS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,995,995,359,–,78,437,995,70.52,14.11
482664002999,LAMPASAS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,762,762,305,–,70,375,†,52.45,14.53
484668005939,LANCASTER EL,Texas,2-No,2-No,2-No,2-No,2-No,467,467,395,–,0,395,†,33.98,13.74
482667003003,LANCASTER H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2091,2091,1565,–,215,1780,2091,125.3,16.69
482667003004,LANCASTER MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1028,1028,794,–,76,870,†,60.03,17.12
483318013716,LANCE THOMPSON EL,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
480813000162,LANDERGIN EL,Texas,2-No,2-No,2-No,2-No,2-No,278,278,224,–,21,245,†,20.6,13.5
480783006640,LANDIS EL,Texas,2-No,2-No,2-No,2-No,2-No,743,743,679,–,26,705,†,58,12.81
483879004421,LANDRUM EL,Texas,2-No,2-No,2-No,2-No,2-No,0,0,–,–,–,–,†,0.99,0.00
484110004677,LANDRUM MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1042,1042,952,–,0,952,0,75.42,13.82
481305007243,LANDRY EL,Texas,2-No,2-No,2-No,2-No,2-No,280,280,192,–,28,220,†,22,12.73
480771000075,LANE SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,130,130,71,–,8,79,118,55.39,2.35
482670006577,LANEVILLE SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,164,164,124,–,10,134,47,16.82,9.75
480894005398,LANGFORD EL,Texas,2-No,2-No,2-No,2-No,2-No,544,544,496,–,14,510,†,38.99,13.95
481611005973,LANGHAM CREEK H S,Texas,1-Yes,2-No,2-No,2-No,2-No,3080,3080,1259,–,293,1552,3080,193.56,15.91
483228003580,LANGHAM EL,Texas,2-No,2-No,2-No,2-No,2-No,433,433,207,–,18,225,†,32.5,13.32
483312012182,LANGLEY EL,Texas,2-No,2-No,2-No,2-No,2-No,452,452,97,–,44,141,†,36.99,12.22
481773005037,LANGUAGE DEVELOPMENT CENTER,Texas,2-No,2-No,2-No,2-No,2-No,483,483,397,–,0,397,†,22,21.95
480894000327,LANIER H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1549,1549,1242,–,79,1321,1549,112.73,13.74
483873004370,LANIER H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1605,1605,1531,–,9,1540,1605,102.37,15.68
482364002514,LANIER MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1464,1464,344,–,3,347,†,67,21.85
483039013528,LANNY FRASIER MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,1222,1222,945,–,105,1050,†,69.5,17.58
484320004906,LANSBERRY EL,Texas,2-No,2-No,2-No,2-No,2-No,542,542,451,–,18,469,†,42.93,12.63
481965001821,LANTERN LANE EL,Texas,2-No,2-No,2-No,2-No,2-No,409,409,285,–,30,315,†,32.17,12.71
482364002515,LANTRIP EL,Texas,2-No,2-No,2-No,2-No,2-No,720,720,554,–,3,557,†,41,17.56
482622002958,LAPOYNOR EL,Texas,2-No,2-No,2-No,2-No,2-No,232,232,143,–,12,155,†,17.16,13.52
482622002959,LAPOYNOR H S,Texas,1-Yes,2-No,2-No,2-No,2-No,109,109,45,–,9,54,109,10.32,10.56
482622009542,LAPOYNOR J H,Texas,2-No,2-No,2-No,2-No,2-No,129,129,63,–,15,78,†,7.63,16.91
483294003644,LARKSPUR EL,Texas,2-No,2-No,2-No,2-No,2-No,826,826,642,–,17,659,†,55.38,14.92
483510008737,LARRY D GUINN SPECIAL PROGRAMS CENTER,Texas,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,25.24,0.00
481623010566,LARRY G SMITH EL,Texas,2-No,2-No,2-No,2-No,2-No,802,802,749,–,0,749,†,47.19,17
480870007722,LARSON EL,Texas,2-No,2-No,2-No,2-No,2-No,562,562,408,–,33,441,†,35.23,15.95
483060011529,LARUE MILLER EL,Texas,2-No,2-No,2-No,2-No,2-No,718,718,84,–,10,94,†,42.98,16.71
482364008608,LAS AMERICAS,Texas,2-No,2-No,2-No,2-No,2-No,198,198,197,–,0,197,†,12,16.5
481305006231,LAS COLINAS EL,Texas,2-No,2-No,2-No,2-No,2-No,579,579,121,–,22,143,†,37,15.65
483294012658,LAS LOMAS EL,Texas,2-No,2-No,2-No,2-No,2-No,508,508,133,–,22,155,†,31.31,16.22
481815001625,LAS PALMAS EL,Texas,2-No,2-No,2-No,2-No,2-No,417,417,401,–,0,401,†,27.22,15.32
482829003161,LAS YESCAS EL,Texas,2-No,2-No,2-No,2-No,2-No,391,391,330,–,0,330,†,26,15.04
480894011930,LASA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1239,1239,103,–,20,123,1239,75.65,16.38
482685003033,LASARA EL,Texas,2-No,2-No,2-No,2-No,2-No,258,258,209,–,0,209,†,21.28,12.12
482685011951,LASARA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,110,110,85,–,0,85,110,10.73,10.25
481158000632,LASATER EL,Texas,2-No,2-No,2-No,2-No,2-No,377,377,337,–,0,337,†,21.12,17.85
482691003034,LATEXO EL,Texas,2-No,2-No,2-No,2-No,2-No,239,239,112,–,16,128,†,15,15.93
482691003035,LATEXO H S,Texas,1-Yes,2-No,2-No,2-No,2-No,207,207,73,–,8,81,134,19.94,10.38
480001010806,LAURA B NEGLEY EL,Texas,2-No,2-No,2-No,2-No,2-No,807,807,195,–,51,246,†,52.36,15.41
480001008837,LAURA B WALLACE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,800,800,369,–,89,458,†,48.1,16.63
480809011538,LAURA INGALLS WILDER,Texas,2-No,2-No,2-No,2-No,2-No,855,855,201,–,35,236,†,56.19,15.22
483948007616,LAURA INGALLS WILDER INT,Texas,2-No,2-No,2-No,2-No,2-No,804,804,282,–,55,337,†,53.76,14.96
484023006619,LAURA REEVES EL,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
484023013550,LAURA REEVES PRI,TEXAS,2-No,2-No,2-No,2-No,2-No,349,349,236,–,11,247,†,23.29,14.98
482703009440,LAURA WELCH BUSH EL,Texas,2-No,2-No,2-No,2-No,2-No,667,667,15,–,1,16,†,42.67,15.63
483432010779,LAURA WELCH BUSH EL,Texas,2-No,2-No,2-No,2-No,2-No,651,651,367,–,95,462,†,47.02,13.85
483808006167,LAUREL MOUNTAIN EL,Texas,2-No,2-No,2-No,2-No,2-No,730,730,21,–,9,30,†,48.22,15.14
480007111352,LAUREL RIDGE,Texas,1-Yes,2-No,2-No,2-No,2-No,40,40,10,–,0,10,20,4.9,8.16
482829008720,LAURELES EL,Texas,2-No,2-No,2-No,2-No,2-No,619,619,531,–,0,531,†,37.32,16.59
482364010747,LAURENZO EARLY CHILDHOOD CTR,Texas,2-No,2-No,2-No,2-No,2-No,345,345,342,–,3,345,†,19.36,17.82
481800006689,LAURO CAVAZOS EL,Texas,2-No,2-No,2-No,2-No,2-No,807,807,552,–,30,582,†,43.78,18.43
481428000912,LAVACE STEWART EL,Texas,2-No,2-No,2-No,2-No,2-No,810,810,433,–,38,471,†,51,15.88
482364002516,LAW EL,Texas,2-No,2-No,2-No,2-No,2-No,691,691,675,–,4,679,†,39.82,17.35
482001013472,LAWLER MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,709,709,16,–,3,19,†,49.99,14.18
482478002772,LAWN EL,Texas,2-No,2-No,2-No,2-No,2-No,278,278,84,–,7,91,†,19.07,14.58
480813000163,LAWNDALE EL,Texas,2-No,2-No,2-No,2-No,2-No,387,387,288,–,45,333,†,23.05,16.79
