School ID - NCES Assigned [Public School] Latest available year,School Name,State Name [Public School] Latest available year,Grade 12 offered [Public School] 2018-19,Grade 13 Offered [Public School] 2018-19,Ungraded offered [Public School] 2018-19,Adult Education Offered [Public School] 2018-19,No Grades Offered [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Total Students All Grades (Includes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Direct Certification [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19,Grades 9-12 Students [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19
481527001053,DRISCOLL MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,722,722,661,–,0,661,†,50.57,14.28
483294000290,DRISCOLL MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,755,755,294,–,54,348,†,52.35,14.42
483890013822,DRMS 7TH GRADE CAMPUS,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
483486007965,DRS REED - MOCK EL,Texas,2-No,2-No,2-No,2-No,2-No,618,618,547,–,0,547,†,34.32,18.01
481758001511,DUBLIN EL,Texas,2-No,2-No,2-No,2-No,2-No,433,433,276,–,46,322,†,31.51,13.74
481758001512,DUBLIN H S,Texas,1-Yes,2-No,2-No,2-No,2-No,504,504,287,–,59,346,331,45.24,11.14
481758008211,DUBLIN INT,Texas,2-No,2-No,2-No,2-No,2-No,272,272,187,–,26,213,†,25.7,10.58
480780000093,DUBOSE INT,Texas,2-No,2-No,2-No,2-No,2-No,416,416,371,–,0,371,†,25.24,16.48
484415005002,DUDLEY EL,Texas,2-No,2-No,2-No,2-No,2-No,417,417,314,–,24,338,†,27.95,14.92
484122005602,DUEITT MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1209,1209,663,–,97,760,†,59.11,20.45
480870000242,DUFF EL,Texas,2-No,2-No,2-No,2-No,2-No,634,634,252,–,22,274,†,40.47,15.67
481965001817,DULLES EL,Texas,2-No,2-No,2-No,2-No,2-No,693,693,329,–,45,374,†,46.18,15.01
481965001818,DULLES H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2558,2558,786,–,147,933,2558,135.86,18.83
481965005871,DULLES MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1449,1449,604,–,101,705,0,79.68,18.19
481761001515,DUMAS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1110,1110,497,–,107,604,1110,79.36,13.99
481761012386,DUMAS INT,Texas,2-No,2-No,2-No,2-No,2-No,643,643,388,–,74,462,†,41.69,15.42
481761001516,DUMAS J H,Texas,2-No,2-No,2-No,2-No,2-No,644,644,317,–,75,392,†,49.68,12.96
484473006494,DUNAWAY EL,Texas,2-No,2-No,2-No,2-No,2-No,461,461,289,–,36,325,†,35.02,13.16
482850010896,DUNBAR COLLEGE PREPARATORY ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,583,583,563,–,4,567,†,49.45,11.79
481970001853,DUNBAR H S,Texas,1-Yes,2-No,2-No,2-No,2-No,918,918,838,–,0,838,918,67.2,13.66
481707001479,DUNBAR MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,652,652,506,–,36,542,†,46.42,14.05
482855007768,DUNBAR PRI,Texas,2-No,2-No,2-No,2-No,2-No,361,361,203,–,17,220,†,22.67,15.92
482566005757,DUNCAN EL,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481764001524,DUNCANVILLE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,4346,4346,2688,–,396,3084,4346,227.89,19.07
480870000243,DUNN EL,Texas,2-No,2-No,2-No,2-No,2-No,556,556,344,–,39,383,†,38.68,14.37
480771006204,DUNN EL,Texas,2-No,2-No,2-No,2-No,2-No,501,501,379,–,33,412,†,32.78,15.28
482850010911,DUPRE EL,Texas,2-No,2-No,2-No,2-No,2-No,269,269,255,–,2,257,†,19.82,13.57
482364002444,DURHAM EL,Texas,2-No,2-No,2-No,2-No,2-No,573,573,341,–,2,343,†,34.63,16.55
482364002445,DURKEE EL,Texas,2-No,2-No,2-No,2-No,2-No,574,574,553,–,3,556,†,30,19.13
481611010730,DURYEA EL,Texas,2-No,2-No,2-No,2-No,2-No,905,905,659,–,80,739,†,56.72,15.96
482142002149,DWIGHT D EISENHOWER EL,Texas,2-No,2-No,2-No,2-No,2-No,701,701,519,–,73,592,†,42.87,16.35
484068004608,DWIGHT MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,627,627,549,–,0,549,†,38,16.5
482598002924,DYER EL,Texas,2-No,2-No,2-No,2-No,2-No,279,279,99,–,21,120,†,26.31,10.6
480744000018,DYESS EL,Texas,2-No,2-No,2-No,2-No,2-No,534,534,167,–,78,245,†,31.44,16.98
481965001819,E A JONES EL,Texas,2-No,2-No,2-No,2-No,2-No,632,632,517,–,34,551,†,46.16,13.69
483444003861,E A LAWHON EL,Texas,2-No,2-No,2-No,2-No,2-No,816,816,400,–,44,444,†,52.6,15.51
481623001239,E B COMSTOCK MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,798,798,794,–,0,794,†,48,16.63
482613006875,E B REYNA EL,Texas,2-No,2-No,2-No,2-No,2-No,490,490,410,–,0,410,†,33.18,14.77
483176003532,E C BRICE EL,Texas,2-No,2-No,2-No,2-No,2-No,481,481,365,–,0,365,†,37.79,12.73
480809000136,E C MASON EL,Texas,2-No,2-No,2-No,2-No,2-No,668,668,362,–,40,402,†,48.03,13.91
482247002256,E H GILBERT EL,Texas,2-No,2-No,2-No,2-No,2-No,559,559,508,–,0,508,†,32.05,17.44
482751007104,E J MOSS INT,Texas,2-No,2-No,2-No,2-No,2-No,970,970,373,–,55,428,†,64.88,14.95
484035004572,E MERLE SMITH MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,504,504,321,–,0,321,†,35.7,14.12
481881001760,E RAY EL,Texas,2-No,2-No,2-No,2-No,2-No,498,498,403,–,51,454,†,33.45,14.89
484395006340,E RUDD INT,Texas,2-No,2-No,2-No,2-No,2-No,147,147,79,–,5,84,†,8.58,17.13
481815001612,E T WRENN MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,621,621,587,–,0,587,†,35.15,17.67
481830010642,E-10 NW EL,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481830010645,E-11 CENTRAL NW EL,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481830010648,E-14 MODULAR WESTSIDE EL,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481830012374,E-17 NE EL SANDSTONE RANCH,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481830010644,E-2 CENTRAL NE EL DON'T USE,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
483510008489,E-SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,2,0.00
480920000384,EAGLE HEIGHTS EL,Texas,2-No,2-No,2-No,2-No,2-No,404,404,229,–,14,243,†,29.17,13.85
483697011184,EAGLE LAKE INT,Texas,2-No,2-No,2-No,2-No,2-No,203,203,177,–,0,177,†,15.19,13.36
483697012446,EAGLE LAKE PRI,Texas,2-No,2-No,2-No,2-No,2-No,285,285,260,–,0,260,†,20.14,14.15
481770001532,EAGLE MOUNTAIN EL,Texas,2-No,2-No,2-No,2-No,2-No,654,654,108,–,24,132,†,38.2,17.12
481773001538,EAGLE PASS HIGH SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,2322,2322,1557,–,136,1693,2322,129.17,17.98
481773001539,EAGLE PASS J H,Texas,2-No,2-No,2-No,2-No,2-No,1081,1081,753,–,49,802,†,63.92,16.91
482526011459,EAGLE RIDGE EL,Texas,2-No,2-No,2-No,2-No,2-No,613,613,74,–,12,86,†,40.94,14.97
482391010756,EAGLE SPRINGS EL,Texas,2-No,2-No,2-No,2-No,2-No,729,729,112,–,15,127,†,44.01,16.56
481776001547,EANES EL,Texas,2-No,2-No,2-No,2-No,2-No,658,658,8,–,1,9,†,52.66,12.5
482985008734,EARL & LOTTIE WOLFORD EL,Texas,2-No,2-No,2-No,2-No,2-No,447,447,59,–,8,67,†,32.71,13.67
481818013556,EARLY CHILDHOOD,TEXAS,2-No,2-No,2-No,2-No,2-No,611,611,608,–,0,608,†,16,38.19
481938007417,EARLY CHILDHOOD CENTER,Texas,2-No,2-No,2-No,2-No,2-No,551,551,295,–,19,314,†,30.94,17.81
481773005456,EARLY CHILDHOOD CENTER,Texas,2-No,2-No,2-No,2-No,2-No,485,485,381,–,0,381,†,20,24.25
481653011508,EARLY CHILDHOOD CENTER,Texas,2-No,2-No,2-No,2-No,2-No,364,364,206,–,2,208,†,21.86,16.65
481359012716,EARLY CHILDHOOD CENTER,Texas,2-No,2-No,2-No,2-No,2-No,398,398,341,–,0,341,†,14.98,26.57
482967013592,EARLY CHILDHOOD CENTER,TEXAS,2-No,2-No,2-No,2-No,2-No,370,370,366,–,0,366,†,11,33.64
482751009021,EARLY CHILDHOOD CENTER,Texas,2-No,2-No,2-No,2-No,2-No,447,447,267,–,15,282,†,27,16.56
482559007376,EARLY CHILDHOOD CENTER,Texas,2-No,2-No,2-No,2-No,2-No,250,250,236,–,0,236,†,11,22.73
481572007048,EARLY CHILDHOOD CTR,Texas,2-No,2-No,2-No,2-No,2-No,187,187,165,–,8,173,†,10.5,17.81
481527007415,EARLY CHILDHOOD DEVELOPMENT CTR,Texas,2-No,2-No,2-No,2-No,2-No,171,171,70,–,0,70,†,10,17.1
482001011985,EARLY CHILDHOOD SCHOOL,Texas,2-No,2-No,2-No,2-No,2-No,831,831,221,–,0,221,†,35.3,23.54
481305011190,EARLY COLLEGE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,337,337,215,–,48,263,337,14,24.07
482253011541,EARLY COLLEGE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,341,341,225,–,0,225,341,17.01,20.05
483057012458,EARLY COLLEGE H S AT MIDLAND COLLEGE,Texas,1-Yes,2-No,2-No,2-No,2-No,352,352,130,–,36,166,352,16.76,21
480744005384,EARLY EDUCATION SERVICES,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481779001550,EARLY EL,Texas,2-No,2-No,2-No,2-No,2-No,289,289,139,–,43,182,†,20.46,14.13
481779001551,EARLY H S,Texas,1-Yes,2-No,2-No,2-No,2-No,359,359,124,–,55,179,359,32.71,10.98
482391009280,EARLY LEARNING WING,Texas,2-No,2-No,2-No,2-No,2-No,0,0,–,–,–,–,†,0.00,†
481779005700,EARLY MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,268,268,102,–,48,150,†,23.56,11.38
481779003240,EARLY PRI,Texas,2-No,2-No,2-No,2-No,2-No,276,276,138,–,23,161,†,18.76,14.71
484595006632,EARNEST O WOODS INT,Texas,2-No,2-No,2-No,2-No,2-No,527,527,328,–,45,373,†,35.44,14.87
483432010783,EARNESTEEN MILSTEAD MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,828,828,689,–,71,760,†,62.68,13.21
481783001552,EAST BERNARD EL,Texas,2-No,2-No,2-No,2-No,2-No,365,365,143,–,13,156,†,27.77,13.14
481783001553,EAST BERNARD H S,Texas,1-Yes,2-No,2-No,2-No,2-No,318,318,77,–,9,86,318,33.66,9.45
481783005457,EAST BERNARD J H,Texas,2-No,2-No,2-No,2-No,2-No,268,268,91,–,10,101,†,20.46,13.1
481785008449,EAST CENTRAL CHOICE PROGAM,Texas,2-No,2-No,2-No,2-No,2-No,28,28,13,–,0,13,23,–,†
481785006246,EAST CENTRAL DEV CTR,Texas,2-No,2-No,2-No,2-No,2-No,114,114,107,–,0,107,†,12.8,8.91
481785001554,EAST CENTRAL H S,Texas,1-Yes,2-No,2-No,2-No,2-No,3107,3107,1602,–,275,1877,3107,178.52,17.4
481785007518,EAST CENTRAL HERITAGE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1230,1230,700,–,112,812,†,63.83,19.27
481788001560,EAST CHAMBERS EL,Texas,2-No,2-No,2-No,2-No,2-No,342,342,192,–,15,207,†,25.42,13.45
481788001561,EAST CHAMBERS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,433,433,177,–,12,189,433,32.53,13.31
481788001562,EAST CHAMBERS J H,Texas,2-No,2-No,2-No,2-No,2-No,336,336,194,–,18,212,†,21.1,15.92
481788013732,EAST CHAMBERS PRI,TEXAS,2-No,2-No,2-No,2-No,2-No,400,400,237,–,29,266,†,26.95,14.84
482178002198,EAST CLIFF EL,Texas,2-No,2-No,2-No,2-No,2-No,538,538,179,–,2,181,†,32,16.81
482364011262,EAST EARLY COLLEGE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,476,476,419,–,1,420,476,21.94,21.7
481122000597,EAST EL,Texas,2-No,2-No,2-No,2-No,2-No,272,272,195,–,12,207,†,16,17
481170005965,EAST EL,Texas,2-No,2-No,2-No,2-No,2-No,310,310,188,–,30,218,†,23.39,13.25
483591013353,EAST EL,TEXAS,2-No,2-No,2-No,2-No,2-No,243,243,242,–,0,242,†,20.72,11.73
480025509603,EAST FORT WORTH MONTESSORI ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,302,302,140,–,85,225,†,18.76,16.1
480028811555,EAST GRAND PREPARATORY ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,878,878,707,–,98,805,14,35.13,24.99
481970001855,EAST HANDLEY EL,Texas,2-No,2-No,2-No,2-No,2-No,406,406,380,–,0,380,†,32,12.69
481443000755,EAST MONTANA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,670,670,606,–,0,606,†,38.57,17.37
484668005314,EAST POINT EL,Texas,2-No,2-No,2-No,2-No,2-No,865,865,558,–,88,646,†,52.54,16.46
484203004784,EAST RIDGE EL,Texas,2-No,2-No,2-No,2-No,2-No,304,304,202,–,23,225,†,21.4,14.21
482459002748,EAST SIDE EL,Texas,2-No,2-No,2-No,2-No,2-No,586,586,373,–,26,399,†,37.02,15.83
483402003781,EAST SIDE INT,Texas,2-No,2-No,2-No,2-No,2-No,217,217,162,–,0,162,†,16.67,13.02
483294003635,EAST TERRELL HILLS EL,Texas,2-No,2-No,2-No,2-No,2-No,627,627,542,–,4,546,†,46.12,13.59
482811013422,EAST TEXAS MONTESSORI PREP ACADEMY,TEXAS,2-No,2-No,2-No,2-No,2-No,1001,1001,906,–,26,932,†,52.11,19.21
482060008083,EAST VIEW H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1675,1675,622,–,161,783,1675,111.76,14.99
482566002865,EAST WARD EL,Texas,2-No,2-No,2-No,2-No,2-No,467,467,437,–,1,438,†,34.73,13.45
481970001856,EASTERN HILLS EL,Texas,2-No,2-No,2-No,2-No,2-No,557,557,504,–,1,505,†,38.8,14.36
481970001857,EASTERN HILLS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1123,1123,1013,–,2,1015,1123,86.69,12.95
482566006433,EASTERN HILLS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,743,743,520,–,1,521,†,52.49,14.16
484071011391,EASTLAKE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2245,2245,1301,–,261,1562,2245,130.98,17.14
481796011873,EASTLAND CARE CAMPUS,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481796001563,EASTLAND H S,Texas,1-Yes,2-No,2-No,2-No,2-No,355,355,143,–,18,161,355,30.67,11.57
481796001564,EASTLAND MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,258,258,134,–,22,156,†,21.05,12.26
480813000153,EASTRIDGE EL,Texas,2-No,2-No,2-No,2-No,2-No,759,759,668,–,47,715,†,55.99,13.56
483666003774,EASTRIDGE EL,Texas,2-No,2-No,2-No,2-No,2-No,441,441,229,–,18,247,†,30.15,14.63
481437007675,EASTSIDE EL,Texas,2-No,2-No,2-No,2-No,2-No,1200,1200,1054,–,22,1076,†,81.93,14.65
480894012013,EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,Texas,1-Yes,2-No,2-No,2-No,2-No,396,396,333,–,25,358,396,37.59,10.53
482364007928,EASTWOOD ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,432,432,326,–,4,330,432,22.22,19.44
484668005315,EASTWOOD H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1620,1620,742,–,208,950,1620,108.2,14.97
484668005316,EASTWOOD HEIGHTS EL,Texas,2-No,2-No,2-No,2-No,2-No,756,756,449,–,62,511,†,47,16.09
484668005318,EASTWOOD KNOLLS,Texas,2-No,2-No,2-No,2-No,2-No,877,877,360,–,90,450,†,56.45,15.54
484668005317,EASTWOOD MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1522,1522,846,–,197,1043,547,97.96,15.54
481623012460,EBBY HALLIDAY EL,Texas,2-No,2-No,2-No,2-No,2-No,666,666,630,–,0,630,†,37.91,17.57
481800013377,ECISD FALCON EARLY COLLEGE H S,TEXAS,1-Yes,2-No,2-No,2-No,2-No,233,233,47,–,9,56,233,13.26,17.57
480771013688,ECKERT EL,TEXAS,2-No,2-No,2-No,2-No,2-No,663,663,591,–,15,606,†,35.73,18.56
480771004091,ECKERT INT,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481818008843,ECONOMEDES H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2672,2672,2525,–,0,2525,2672,176.36,15.15
481800016986,ECTOR CO YOUTH CTR,TEXAS,2-No,2-No,2-No,2-No,2-No,19,19,4,–,0,4,16,5.31,3.58
481800005704,ECTOR COLLEGE PREP SUCCESS ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,1395,1395,915,–,143,1058,†,60.38,23.1
481803009561,ECTOR EL,Texas,2-No,2-No,2-No,2-No,2-No,140,140,81,–,14,95,†,10.33,13.55
481803001599,ECTOR H S,Texas,1-Yes,2-No,2-No,2-No,2-No,120,120,50,–,8,58,83,12.51,9.59
482499002793,ED FRANZ EL,Texas,2-No,2-No,2-No,2-No,2-No,406,406,249,–,31,280,†,30,13.53
481428000915,ED H WHITE EL,Texas,2-No,2-No,2-No,2-No,2-No,641,641,128,–,22,150,†,36,17.81
481770012120,ED WILLKIE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1045,1045,439,–,67,506,†,58.66,17.81
481806001602,EDCOUCH-ELSA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1411,1411,1386,–,0,1386,1411,104.93,13.45
481806013006,EDCOUCH-ELSA H S ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,37,37,36,–,0,36,37,5,7.4
484473005093,EDDIE FINLEY SR J H,Texas,2-No,2-No,2-No,2-No,2-No,603,603,270,–,43,313,†,46.12,13.07
481807001605,EDEN CISD,Texas,1-Yes,2-No,2-No,2-No,2-No,217,217,121,–,18,139,60,18.15,11.96
481965016954,EDGAR GLOVER JR EL,TEXAS,2-No,2-No,2-No,2-No,2-No,431,431,302,–,45,347,†,33.33,12.93
483507003947,EDGEMERE EL,Texas,2-No,2-No,2-No,2-No,2-No,432,432,324,–,27,351,†,25.64,16.85
484668005319,EDGEMERE EL,Texas,2-No,2-No,2-No,2-No,2-No,721,721,446,–,120,566,†,45.6,15.81
484110004672,EDGEWOOD EL,Texas,2-No,2-No,2-No,2-No,2-No,627,627,530,–,0,530,†,39.5,15.87
481812001633,EDGEWOOD EL,Texas,2-No,2-No,2-No,2-No,2-No,228,228,127,–,4,131,†,16.51,13.81
481812001634,EDGEWOOD H S,Texas,1-Yes,2-No,2-No,2-No,2-No,297,297,110,–,23,133,297,26.78,11.09
481812008947,EDGEWOOD INT,Texas,2-No,2-No,2-No,2-No,2-No,213,213,98,–,12,110,†,16.49,12.92
481812006247,EDGEWOOD MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,255,255,103,–,10,113,†,18.22,14
481818008652,EDINBURG ALTERNATIVE EDUCATION ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,1,0.00
481818001637,EDINBURG H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2541,2541,2245,–,0,2245,2541,178.19,14.26
481818021343,EDINBURG NORTH H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2738,2738,2400,–,0,2400,2738,199.21,13.74
482022001973,EDISON EL,Texas,2-No,2-No,2-No,2-No,2-No,672,672,483,–,37,520,†,39.73,16.91
483873004345,EDISON H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1546,1546,1408,–,5,1413,1546,95.31,16.22
482364002447,EDISON MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,654,654,635,–,1,636,†,43.06,15.19
483486006599,EDITH & ETHEL CARMAN EL,Texas,2-No,2-No,2-No,2-No,2-No,684,684,515,–,0,515,†,37.74,18.12
481821013097,EDNA ALTERNATIVE,TEXAS,1-Yes,2-No,2-No,2-No,2-No,30,30,23,–,0,23,30,2.66,11.28
484326008431,EDNA BIGHAM MAYS EL,Texas,2-No,2-No,2-No,2-No,2-No,282,282,146,–,24,170,†,18.74,15.05
481821011816,EDNA EL,Texas,2-No,2-No,2-No,2-No,2-No,804,804,497,–,54,551,†,52.56,15.3
481821001651,EDNA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,397,397,186,–,46,232,397,34.64,11.46
481821001652,EDNA J H,Texas,2-No,2-No,2-No,2-No,2-No,336,336,212,–,27,239,†,25.22,13.32
482517004621,EDNA MAE FIELDER EL,Texas,2-No,2-No,2-No,2-No,2-No,950,950,198,–,30,228,†,65.02,14.61
481623001345,EDNA ROWE EL,Texas,2-No,2-No,2-No,2-No,2-No,459,459,424,–,0,424,†,33,13.91
482253009155,EDNA TAMAYO HOUSE,Texas,2-No,2-No,2-No,2-No,2-No,10,10,5,–,0,5,10,3.87,2.58
481623007569,EDUARDO MATA EL,Texas,2-No,2-No,2-No,2-No,2-No,612,612,347,–,0,347,†,43.17,14.18
480018608509,EDUCATION CENTER INTERNATIONAL ACADEMY 1,Texas,2-No,2-No,2-No,2-No,2-No,294,294,158,–,34,192,†,18.33,16.04
480018611928,EDUCATION CENTER INTERNATIONAL ACADEMY 2,Texas,2-No,2-No,2-No,2-No,2-No,178,178,88,–,19,107,†,15.33,11.61
480018613557,EDUCATION CENTER INTERNATIONAL ACADEMY 3,TEXAS,2-No,2-No,2-No,2-No,2-No,123,123,19,–,10,29,†,12.14,10.13
484590008340,EDWARD B CANNAN EL,Texas,2-No,2-No,2-No,2-No,2-No,660,660,430,–,46,476,†,39.99,16.5
481970006701,EDWARD BRISCOE EL,Texas,2-No,2-No,2-No,2-No,2-No,430,430,418,–,0,418,†,29.99,14.34
481623001231,EDWARD H CARY MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,590,590,556,–,0,556,†,34,17.35
481800013140,EDWARD K DOWNING EL,TEXAS,2-No,2-No,2-No,2-No,2-No,708,708,474,–,43,517,†,38.53,18.38
484122012254,EDWARD ROBERSON MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,831,831,518,–,119,637,†,56.1,14.81
481623001372,EDWARD TITCHE EL,Texas,2-No,2-No,2-No,2-No,2-No,659,659,654,–,0,654,†,40,16.48
484023004563,EDWARDS-JOHNSON MEMORIAL MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,628,628,347,–,35,382,†,46.84,13.41
483465008347,EDWIN F WILLIAMS INT,Texas,2-No,2-No,2-No,2-No,2-No,346,346,186,–,47,233,†,26,13.31
481623001294,EDWIN J KIEST EL,Texas,2-No,2-No,2-No,2-No,2-No,716,716,664,–,0,664,†,38,18.84
484122004712,EDWIN M WELLS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1132,1132,690,–,72,762,†,60.17,18.81
482649002977,EFFIE MORRIS EL,Texas,2-No,2-No,2-No,2-No,2-No,403,403,341,–,0,341,†,28.62,14.08
481168000650,EGLY EL,Texas,2-No,2-No,2-No,2-No,2-No,729,729,669,–,0,669,†,43.59,16.72
482574005521,EHRHARDT EL,Texas,2-No,2-No,2-No,2-No,2-No,729,729,348,–,60,408,†,50.55,14.42
480022108673,EHRHART SCHOOL,Texas,2-No,2-No,2-No,2-No,2-No,430,430,378,–,0,378,†,30.7,14.01
482574004647,EILAND EL,Texas,2-No,2-No,2-No,2-No,2-No,529,529,450,–,36,486,†,41.55,12.73
481818007352,EISENHOWER EL,Texas,2-No,2-No,2-No,2-No,2-No,621,621,588,–,0,588,†,37.05,16.76
480771000066,EISENHOWER H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2146,2146,1283,–,108,1391,2146,143.64,14.94
483294003636,EISENHOWER MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,983,983,504,–,57,561,†,66.27,14.83
480771007918,EISENHOWER NINTH GRADE,Texas,2-No,2-No,2-No,2-No,2-No,603,603,472,–,34,506,603,40.4,14.93
482985012075,EL #22,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
482391013308,EL #29,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
482391013305,EL #30,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
482391013452,EL #31,TEXAS,2-No,2-No,2-No,2-No,2-No,0,0,–,–,–,–,†,0.00,†
482566009455,EL ALTER LEARNING CENTER,Texas,2-No,2-No,2-No,2-No,2-No,29,29,26,–,0,26,†,7.77,3.73
481828001654,EL CAMPO H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1127,1127,598,–,57,655,1127,72.45,15.56
481828001655,EL CAMPO MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,863,863,556,–,59,615,†,57.64,14.97
483808009461,EL DAEP,Texas,2-No,2-No,2-No,2-No,2-No,9,9,6,–,0,6,†,4,2.25
481965013456,EL DAEP,TEXAS,2-No,2-No,2-No,2-No,2-No,2,2,†,–,†,†,†,1,2
482364012656,EL DAEP,Texas,2-No,2-No,2-No,2-No,2-No,0,0,–,–,–,–,†,3.82,0.00
481815013488,EL DAEP,TEXAS,2-No,2-No,2-No,2-No,2-No,0,0,–,–,–,–,†,0.84,0.00
483294003637,EL DORADO EL,Texas,2-No,2-No,2-No,2-No,2-No,638,638,510,–,14,524,†,44.58,14.31
484071009547,EL DORADO H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2062,2062,1235,–,309,1544,2062,120,17.18
480146813679,EL FOR EDUCATION INNOVATION,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481168000651,EL JARDIN EL,Texas,2-No,2-No,2-No,2-No,2-No,518,518,498,–,0,498,†,32.47,15.95
481800005866,EL MAGNET AT BLACKSHEAR,Texas,2-No,2-No,2-No,2-No,2-No,683,683,472,–,23,495,†,44.38,15.39
481800001581,EL MAGNET AT HAYS,Texas,2-No,2-No,2-No,2-No,2-No,396,396,161,–,16,177,†,28,14.14
481800001585,EL MAGNET AT MILAM EL,Texas,2-No,2-No,2-No,2-No,2-No,534,534,291,–,17,308,†,36,14.83
481800001590,EL MAGNET AT REAGAN EL,Texas,2-No,2-No,2-No,2-No,2-No,576,576,145,–,18,163,†,34.57,16.66
481800001595,EL MAGNET AT TRAVIS,Texas,2-No,2-No,2-No,2-No,2-No,413,413,275,–,28,303,†,26.44,15.62
481800001597,EL MAGNET AT ZAVALA,Texas,2-No,2-No,2-No,2-No,2-No,514,514,417,–,18,435,†,28.32,18.15
480020508773,EL PASO ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,199,199,113,–,13,126,199,9,22.11
480020510632,EL PASO ACADEMY WEST,Texas,1-Yes,2-No,2-No,2-No,2-No,165,165,109,–,9,118,165,8,20.63
481830001683,EL PASO H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1525,1525,1036,–,74,1110,1525,96.45,15.81
